name,type,district,address,area,price,total
思学园智能村,住宅,新都,蜀龙大道北段（石油大学西门对面）,71㎡,8300,46
汇景新城,住宅,新都,新泰东路144号（石油大学大转盘旁）,待定,10550,0
保利公园198观岭台,住宅,新都,蜀龙路1980号,108-156㎡,10000,0
麦田国际社区,住宅,新都,工业大道393号,待定,价格待定,0
中洲·中央公园,住宅,新都,新都蜀龙大道中段（198公园对面）,114-132㎡,10000,0
北欧知识城二期,写字楼,新都,北星大道西侧（毗河香城大桥畔 ）,待定,7300,0
蜀镇,底商,双流,草金路（永康森林公园旁、江安河畔）,待定,20000,0
花样年家天下,商业类,双流,天府五街与江安河交汇处（天府软件园E区以南）,76-173㎡,9200,180
亿城国际,商业类,双流,双流华剑路139号,38-77㎡,13000,111
棠湖泊林城,商业类,双流,华府大道三段300号,72㎡,11000,79
蓝润城,住宅,双流,银河路三段（双流体育中心旁）,108-188㎡,12000,141
金太阳江安湖1号,商业,双流,草金路金太阳江安湖1号,待定,9500,0
香楠国际,住宅,双流,涧槽中街188号,92-116㎡,13600,124
三都汇潮里,商业类,双流,华府大道二段265号,31-74㎡,13000,45
瑞华天地,商业类,双流,剑南大道南段716号,41-50㎡,12000,57
棠湖泊林城,商业,双流,华府大道三段300号,待定,18500,0
空港十六区,商业类,双流,机场路近都段112号,33-45㎡,8000,26
香楠国际,别墅,双流,涧槽中街50号,265-377㎡,16800,525
棠湖华府公园,商业类,双流,警校路二段669号,30-104㎡,9500,26
景茂誉景国际一期,商业类,双流,向楠路133号,81㎡,8500,68
金太阳江安湖1号,商业类,双流,草金路金太阳江安湖1号,53㎡,9500,46
电子科大科技园,写字楼,双流,双兴大道1号,待定,9800,0
华庭悦璟,商业类,双流,警校路一段华府悦璟,34-80㎡,10000,34
洲际华府广场,商业类,双流,华府大道三段1333号,111-118㎡,9500,105
洲际华府广场,底商,双流,华府大道三段1333号,待定,9500,0
流溪别院雅苑,住宅,双流,塔桥路三段99号,92-115㎡,12200,112
碧桂园悦府,住宅,双流,东升街道迎春桥社区星空路2段66号,待定,13300,0
融创长滩壹号,别墅,双流,川大路二段1号（四川大学江安校区旁）,203-643㎡,15700,0
蜀镇,住宅,双流,草金路西100米（永康森林公园旁、江安河畔）,115-143㎡,12800,133
金座威尼谷,住宅,双流,正通路(社保局对面),待定,9500,0
棠府锦绣城,住宅,双流,双流东升街道航园路（棠湖中学实验学校旁）,待定,7900,0
合力达卓越南城,住宅,双流,空港一路一段189号 （空港一路一段与文星正街交汇处）,68-125㎡,11000,83
德商华府天骄,商业,双流,公兴镇藕塘村5组,待定,160,0
南湖逸家二期,商业,双流,剑南大道延线（南湖公园以西）,待定,35000,0
国奥村,别墅,双流,东升街道航林路396号,待定,14000,0
温资金港华府,住宅,双流,西航港锦华路二段,待定,10000,0
万锦城,别墅,双流,"华府大道三段919号, 华府大道三段869号",待定,11000,0
华润公园九里,住宅,双流,九江镇万家街道（星空路与香榭大道交汇处）,103-128㎡,10500,0
远大林语城,别墅,双流,航空路6号,173㎡,11000,0
万科第五城,别墅,双流,观庄路18号,待定,13000,0
华新锦绣尚郡,别墅,双流,牧马山大件路1089号,待定,价格待定,0
半山卫城朴墅,别墅,双流,长兴路168号,待定,15000,0
蓝光T5,商业类,双流,西航港街道黄河中路二段388号,待定,12000,0
优品时代三期,商业类,双流,白衣上街177号,46-68㎡,10500,42
牧马山牧山湖蔚蓝卡地亚,别墅,双流,牧华路一段9号,607㎡,16000,970
九龙仓时代上城,住宅,双流,剑南大道与牧华路交汇处,98-129㎡,12000,0
远大林语城,住宅,双流,航空路6号,待定,12000,0
中信城右岸,住宅,双流,南湖西侧（剑南大道旁边）,待定,13500,0
汇都商贸城,商业类,双流,双楠大道中段888号（双楠大道与星空路交汇处）,43㎡,8500,40
隆鑫十里画卷,住宅,双流,东升镇银河路8号（双流县图书馆旁）,待定,价格待定,0
牧山高第,别墅,双流,花源镇丽景南路99号,待定,320,0
北大资源公园1898,商业,双流,金河路与西安路交汇处（凤翔湖旁）,待定,12000,0
北大资源燕楠国际,底商,双流,"东升镇航都大道与商都路交汇处(陶家院子旁), 航都大街二段756号",待定,38000,0
邦泰华府公馆,底商,双流,双华路三段(四川现代职业技术学院对面),待定,23000,0
金祥广场,底商,双流,锦里西路107号锦江时代花园南楼1406,待定,18000,0
三里花城,住宅,双流,东升街道宜城大街一段333号,73-218㎡,13500,250
南湖逸家二期,底商,双流,剑南大道延线（南湖公园以西）,待定,35000,0
中信城右岸,底商,双流,南湖西侧（剑南大道旁边）,待定,40000,0
满座,底商,双流,双流东升镇一杆旗北路29号,待定,27000,0
满座,商业,双流,双流东升镇一杆旗北路29号,待定,20000,0
北大资源公园1898,底商,双流,西安路四段89号,待定,12000,0
金座威尼谷,底商,双流,正通路(社保局对面),待定,33000,0
东立国际花城,底商,双流,航都大街四段60号,待定,30000,0
隆鑫十里画卷,底商,双流,东升镇银河路8号（双流县图书馆旁）,待定,20000,0
华润公园九里,底商,双流,星空路四段88号,待定,23000,0
威兰德小镇,底商,双流,双楠大道与白河路交叉口（双流新党校南侧）,待定,38000,0
双都会,底商,双流,北郊路39号,待定,30000,0
蓝光圣菲悦城一期,底商,双流,大件路与黄河中路二段交汇处（四川大学江安校区学生东园旁）,待定,30000,0
景茂名都东郡,底商,双流,东升街道迎春桥社区商都路619号（航都大道和商都路交汇）,待定,30000,0
三都汇朝外,底商,双流,华府大道2段265号(华阳剑南大道欧尚旁),待定,25000,0
中信城右岸,商业,双流,南湖西侧（剑南大道旁边）,待定,11000,0
金祥广场,商业类,双流,锦里西路107号锦江时代花园南楼1406,37㎡,9200,0
城南优品道,底商,双流,白衣上街177号,待定,7500,0
中国铁建西派国樾,住宅,双流,华府大道与万顺大道交汇处,228㎡,18000,456
葛洲坝紫郡蘭园,住宅,双流,西航港大道中三段888号,92-133㎡,15500,0
远大林语城南庭,住宅,双流,东升双楠大道中段星空路路口（川投国际酒店旁）,待定,价格待定,0
花样年家天下,住宅,双流,西航港街道九龙湖九组2000号,待定,价格待定,0
空港陆号,住宅,双流,机场路与黄河北路交汇处,待定,价格待定,102
蓝光T-max,商业类,双流,黄河中路二段388号,57-139㎡,12000,63
格林城,住宅,双流,长顺大道一段（长顺家园旁）,74-114㎡,14500,105
山顶上,别墅,双流,成都市双流区文星镇光电路8号（川大新校区旁）,266-313㎡,14000,0
瑞升橄榄山,别墅,双流,胜利镇燕杨路2号（维也纳森林别墅旁）,290-331㎡,13000,340
棠湖泊林城,别墅,双流,华府大道三段300号,198-384㎡,330,0
北京城建龙樾湾,住宅,双流,双楠大道银河路160号（双流运动公园旁）,待定,15000,0
碧桂园海德公园,住宅,双流,花园路2段,95-120㎡,13700,0
威兰德小镇,住宅,双流,双楠大道与白河路交叉口（双流新党校南侧）,待定,7000,0
北大资源燕楠国际,住宅,双流,"东升镇航都大道与商都路交汇处(陶家院子旁), 航都大街二段756号",96-120㎡,13500,126
国奥村,住宅,双流,东升街道航林路396号,待定,240,0
蓝光长岛国际社区五期,住宅,双流,九江街道通江社区,待定,13500,0
汇恒青楠里,商业类,双流,双楠大道中段188号,40-86㎡,9600,65
金地悦澜道,住宅,双流,万顺路二段419号,117-192㎡,18500,272
九龙仓时代小镇1号府邸,住宅,双流,东升街道航港路66号,待定,11300,0
中海云麓世家,住宅,双流,协和街道和顺路二段55号,114-141㎡,18000,222
金科领地博翠粼湖,住宅,双流,金河路1351号,137-173㎡,18000,232
旭辉金科棠府,住宅,双流,银河路六段8号,108-143㎡,17000,178
景茂誉府,商业,双流,金河路景茂誉府,待定,25000,0
北辰天麓御府,住宅,双流,港都路与航园路交叉口西北150米（双流万达旁）,154-191㎡,价格待定,0
航港大院,住宅,双流,西航港街道长江路三段11号,65-120㎡,10900,124
华润置地九里润街,商业,双流,九江街道星空路四段88号,待定,8800,0
中海云麓世家,别墅,双流,协和街道和顺路二段55号,待定,价格待定,0
中铁骑士府邸,商业,双流,协和街道剑南大道2266号（南湖公园旁）,待定,14000,0
美好家园,住宅,双流,机场路181号,待定,11000,0
绿地T7空港国际中心,商业类,双流,西航港大道二段788号,待定,13000,0
贵通御苑心悦城,商业类,双流,九江街道文楠路172号,待定,8900,0
诚园,住宅,双流,万顺路与华府大道交汇处,待定,19900,0
成都国韵村,住宅,双流,航都大街三段78号,待定,9500,0
俊豪小区,住宅,双流,长城路西街28号,74-96㎡,11800,87
瑞华天地,住宅,双流,剑南大道南段716号,待定,价格待定,0
蓝光长岛国际社区七期,住宅,双流,·统力大道永康森林公园旁,待定,14000,0
金科集美学府,住宅,双流,迎春路241号,135㎡,14000,202
花样年家天下,底商,双流,天府五街与江安河交汇处（天府软件园E区以南）,待定,30000,0
王府花园御锦苑,住宅,双流,三强西路237号,113-115㎡,11300,127
奥园天骄,住宅,双流,锦江路四段(四川文化产业职业学院旁),105-125㎡,18000,189
北京城建龙樾湾,别墅,双流,"双楠大道银河路160号（双流运动公园旁）, 银河路一段160号",382㎡,14000,573
葛洲坝紫郡蘭园,别墅,双流,西航港大道888号(文星花园斜对面),待定,价格待定,0
景茂誉府,商业类,双流,白衣上街与航都大道交界处（中心公园东侧）,待定,价格待定,0
蓝光空港TMAX,商业,双流,黄河中路二段388号,待定,11000,0
蜀镇尚楠湾,住宅,双流,九江街道马家寺社区,74-136㎡,13280,121
中铁骑士府邸,底商,双流,协和街道剑南大道2266号（南湖公园旁）,待定,价格待定,0
航港大院,商业,双流,长江路三段11号,待定,价格待定,0
香楠国际,商业,双流,涧槽中街50号,待定,价格待定,0
香楠国际,底商,双流,涧槽中街50号,待定,价格待定,0
香楠国际,写字楼,双流,涧槽中街50号,待定,价格待定,0
万锦城商铺,商业,双流,华府大道三段919号,待定,32000,0
碧桂园海德里,商业,双流,双楠大道花园路二段（双流区行政干部学校西侧300米）,待定,20000,0
佳兆业8号,底商,双流,航都大街佳兆业8号,待定,25000,0
景茂誉景国际,写字楼,双流,双楠大道三段（出城方向辅路内侧）,待定,价格待定,0
三盛翡俪山,别墅,双流,燕扬路3号,待定,9500,0
锦镇香墅,别墅,双流,藏卫路北一段156号,235-238㎡,价格待定,457
中川商贸城,商业,双流,星空路四段355号,待定,13500,0
中川商贸城,商业类,双流,星空路四段355号,34-91㎡,9000,34
协信星鹭原,别墅,双流,维新街协信星鹭园一期,156-270㎡,12000,170
华庭悦璟,住宅,双流,警校路一段华府悦璟,待定,价格待定,0
润扬19,住宅,双流,长江路二段5号附7号,88-113㎡,价格待定,0
蓝光长岛国际社区商铺,商业,双流,统力大道永康森林公园旁,待定,20000,0
光明蓉府,住宅,双流,牧华路三段,待定,价格待定,0
棠府锦绣城,商业类,双流,双流东升街道航园路（棠湖中学实验学校旁）,87-120㎡,9800,86
棠府锦绣城,底商,双流,城北上街499号,待定,30000,0
中旅•名门府,住宅,双流,双楠大道三段（南辰汇都旁）,100-136㎡,价格待定,0
川网国际花园,住宅,双流,白衣上街二段266号,待定,价格待定,0
碧桂园海德ONE99,商业类,双流,花园路二段,待定,价格待定,0
明城购物中心住宅,住宅,双流,西安路一段156号,待定,价格待定,0
北辰天麓御府,底商,双流,航园路北辰天麓御府,待定,价格待定,0
碧桂园海德公园,底商,双流,花园路2段,待定,20000,0
空港星汇,商业,双流,川大路空港星汇,待定,价格待定,0
光明蓉府,商业,双流,牧华路三段光明蓉府,待定,价格待定,0
棠湖华府公园,商业,双流,警校路二段669号,待定,价格待定,0
锦镇,别墅,双流,东升镇藏卫路155号（中心公园以东3000米）,238㎡,18000,476
成都新天地二期春天里,住宅,双流,白家段19号（圣菲town城斜对面）,80-92㎡,7000,0
贵通御苑映月湾,住宅,双流,东升街道银河路2222号（双流规划展览馆对面）,待定,8500,0
中铁骑士府邸,住宅,双流,协和街道剑南大道2266号（南湖公园旁）,67-96㎡,价格待定,124
正昌幸福岭,住宅,双流,东升街道三强北路三段59号,43-54㎡,9200,0
贵通御苑雙楠城,住宅,双流,双楠大道与白衣上街交界处（蛟龙紫荆电影院对面）,待定,8000,0
国航凤凰苑,别墅,双流,黄水镇燕阳路7号,待定,7800,0
香瑞楠府,住宅,双流,东升镇星空路二段（航都路与航园路交叉口）,待定,8000,0
萨尔茨堡,别墅,双流,牧马山新城区云岭路（国际高尔夫球场对面）,待定,13500,0
佳兆业8号,住宅,双流,航都大街佳兆业8号,待定,价格待定,0
鑫海天城,住宅,邛崃,318国道与拱辰路交汇处,待定,11000,0
星星南河郡,住宅,邛崃,临邛镇凤凰大道66号,待定,4000,0
悦府,住宅,邛崃,文君街办凌云街279号,待定,8000,0
悦府,别墅,邛崃,文君街办凌云街279号,待定,9500,0
有美巷子,商业,邛崃,临邛镇南街324号,待定,价格待定,0
北大资源颐和天宸,住宅,邛崃,文南路与翠荫街交汇处,待定,价格待定,0
上林郡,住宅,邛崃,长安大道725号,待定,价格待定,0
阳光里,住宅,邛崃,邛崃凤凰大道828-834号,待定,价格待定,0
高宇南湾,住宅,邛崃,河滨路北侧文南路东侧,待定,7500,0
翡翠滨江,住宅,邛崃,河滨路北侧文南路西侧翡翠湾,待定,价格待定,0
恒大未来城,底商,温江,温泉大道二段,待定,32000,0
金河谷五期,别墅,温江,涌泉街道江浦路2666号,357-411㎡,680,02
佳年华新生活,商业,温江,江安路518号,待定,4500,0
千禧河畔B区,底商,温江,江安路196号,待定,210,0
洲际亚洲湾B区,底商,温江,光华大道三段江浦路288号,待定,30000,0
积家御景,底商,温江,南熏大道二段875号（南熏大道和柳林路交汇处）,待定,30000,0
佳年华新生活,底商,温江,江安路518号,待定,25000,0
佳兆业丽晶公馆,底商,温江,光华大道同兴东路,待定,26000,0
中国西部文化城,底商,温江,光华大道三段南侧花土路936号（地铁四号线凤凰大街站旁）,待定,22000,0
锦汇城,底商,温江,科锦路355号（川农大旁）,待定,25000,0
千禧河畔D区,底商,温江,江安路196号,待定,270,0
中南上熙府熙悦,住宅,温江,花明路129号,107-147㎡,17000,248
佳兆业丽晶公馆,商业,温江,光华大道同兴东路,待定,28000,0
鹭湖宫13区,底商,温江,四川省成都市温江区白鹭路469号附8号,待定,25000,0
悦天地商厦,商业类,温江,柳城街办燎原社区八组新华社区一组区,38-55㎡,10000,41
天来汇景,底商,温江,涌泉镇（街办）鹏程路99号,待定,48000,0
悦彩广场,商业类,温江,科兴路东段443号,42㎡,10000,42
东原阅墅,住宅,温江,太极大道66号,94㎡,12000,0
锦汇城,商业类,温江,公平街办科锦路355号（川农大旁）,51㎡,7400,38
恒大名城,商业类,温江,凤溪大道778号,50㎡,12000,60
国色天乡庆典城,商业类,温江,春韵南路2号,36-178㎡,8800,32
国色天乡庆典城,底商,温江,春韵南路2号,待定,30000,0
东原城,底商,温江,金马国际体育城太极大道66号（体育城附近）,待定,20000,0
光华之心,住宅,温江,清泉北街281号四川煤田光华之心临时接待中心,77-143㎡,5600,0
千禧河畔B区,住宅,温江,江安路196号,待定,7000,0
和信孔雀天成,住宅,温江,南江路666号,85㎡,7000,0
中房芳华美地,住宅,温江,金府路666号,81-88㎡,7000,56
棕榈长滩,住宅,温江,光华大道江浦路77号,待定,13000,0
金穗苑(温江),住宅,温江,新华大道二段（金马国际体育城旁）,待定,6000,0
恒大名城,住宅,温江,凤溪大道778号,待定,9100,0
鹭湖宫13区,住宅,温江,四川省成都市温江区白鹭路469号附8号,待定,价格待定,0
鹭湖宫八区,住宅,温江,春江西路98号,待定,5500,0
鹭湖宫八区,别墅,温江,春江西路98号,待定,360,0
金科天宸,住宅,温江,共和路与临泉南街交汇处,待定,11000,0
新尚天地,住宅,温江,柳城街办学海路399号,待定,5700,0
光华瑞廷,住宅,温江,永兴路1118号（永兴路与柳林路交叉口）,105㎡,价格待定,0
恒大未来城,住宅,温江,温泉大道二段恒大未来城,94-115㎡,价格待定,0
蓝润光华春天,住宅,温江,花都大道与凤凰北大街交界处（地铁四号线凤凰大街站附近）,82-95㎡,8300,0
洲际亚洲湾B区,商业,温江,光华大道三段江浦路288号,待定,28000,0
洲际春天广场,底商,温江,温泉大道177号（新城西站附近）,待定,30000,0
洲际银海湾,底商,温江,光华大道三段江浦路888号,待定,34000,0
金恒德时代金悦,底商,温江,政通东路369号（温泉大道与花土路交汇处）,待定,30000,0
置信学府杏林一期,底商,温江,芙蓉大道二段八一路99号,待定,25000,0
恒大新城,住宅,温江,"凤翔大道1001号（政同通西路旁）, 凤溪大道南段2033号",待定,8500,0
鹭湖宫十一区,底商,温江,万春镇春江西路,待定,25000,0
明信城,住宅,温江,百信路28号,待定,10500,123
鹭湖宫十一区,住宅,温江,万春镇春江西路,待定,6500,0
中铁丽景书香,底商,温江,柳台大道88号,待定,23000,0
明信仕林府,底商,温江,海科路99号（成都师范学院旁）,待定,20000,0
地铁首座,底商,温江,学府路南段133号（近海科路）,待定,24000,0
创＋理想城,商业,温江,涌泉街道鹏程路166号,待定,23000,0
恒大御景,住宅,温江,骑士大道泰迪熊博物馆旁,待定,价格待定,0
创＋理想城,底商,温江,涌泉街道鹏程路166号,待定,35000,0
星光华印象,底商,温江,光华大道三段临温泉大道路口（4号线西部新城西站）,待定,30000,0
新尚天地,底商,温江,柳城街办学海路399号,待定,40000,0
金科天宸,底商,温江,共和路与临泉南街交汇处,待定,32000,0
恒大新城,底商,温江,"凤翔大道1001号（政同通西路旁）, 凤溪大道南段2033号",待定,14000,0
和信孔雀天成,底商,温江,南江路666号,待定,25000,0
世纪滨江,底商,温江,杨柳河金河西路283号,待定,18000,0
银滩,底商,温江,柳南三路169号,待定,25000,0
嘉源红郡,住宅,温江,金马镇清泰路425号,175-300㎡,7800,0
鹭湖宫十五区,住宅,温江,成都市温江区江宁南路1166号（国色天乡旁）,576㎡,8500,0
蓝润光华春天,底商,温江,花都大道与凤凰北大街交界处（地铁四号线凤凰大街站附近）,待定,38000,0
千禧河畔A区,底商,温江,江安路199号,待定,330,0
千禧河畔C区,底商,温江,江安路739号,待定,260,0
彩叠园1B期,住宅,温江,鹏程路801号,88-215㎡,20000,0
彩叠园1B期,别墅,温江,鹏程路801号,88-105㎡,20000,0
彩叠园1A期,住宅,温江,鹏程路1088号,待定,16500,0
彩叠园二期,住宅,温江,鹏程路808号,待定,价格待定,0
彩叠园1A期,别墅,温江,鹏程路1088号,87-109㎡,17800,0
东原城,住宅,温江,金马国际体育城太极大道66号（体育城附近）,86-96㎡,6600,0
新尚天地,商业类,温江,柳城街办学海路399号,40㎡,9900,0
翰林世家,底商,温江,锦绣大道南段99号,待定,18500,0
金马湖壹号,别墅,温江,金马国际体育城（金马湖畔）,286-577㎡,10500,300
天来汇景,住宅,温江,涌泉镇（街办）鹏程路99号,86-115㎡,价格待定,0
汀兰湾,住宅,温江,成都市温江区天府街道德通桥路688号(圣地亚家居对面),59-83㎡,6500,0
金恒德时代金悦,住宅,温江,政通东路369号（温泉大道与花土路交汇处）,待定,8500,0
佳年华新生活,住宅,温江,江安路518号,66-119㎡,10000,0
湟普国际,住宅,温江,光华大道三段399号,待定,8718,0
千禧河畔D区,商业,温江,江安路196号,待定,42000,0
星光华印象,住宅,温江,光华大道三段临温泉大道路口（4号线西部新城西站）,待定,6500,0
珠江青云台,住宅,温江,同兴东路399号,待定,7000,0
月映长滩栖悦,住宅,温江,太极大道666号金马国际体育城（金马湖旁）,90㎡,4400,0
云鼎,商业类,温江,柳城街办海川路2号,38-61㎡,12000,45
品润金樽府,住宅,温江,春江路与团结渠东二路交汇处,81-101㎡,7100,0
蓝润光华春天,商业,温江,花都大道与凤凰北大街交界处（地铁四号线凤凰大街站附近）,待定,36000,0
鹭湖宫10区,住宅,温江,江宁南路88号,102㎡,10000,100
西财学府尚郡,住宅,温江,天府街道海科路东段688号,122-222㎡,8800,149
炎华置信上林开府,住宅,温江,云溪路515、518号,96-135㎡,价格待定,0
珠江悦湖国际,商业类,温江,光华大道三段地铁4号线光华公园站G2出口,47-78㎡,10000,58
悦彩广场,住宅,温江,科兴路东段443号,74-89㎡,7200,0
汇厦香悦云庭,住宅,温江,花都大道东段66号,96-134㎡,9000,0
中铁月映长滩栖湖,别墅,温江,太极大道666号,待定,价格待定,0
碧桂园十里源墅,别墅,温江,永宁镇宁泰路99号,180㎡,22000,500
上景东方邸,住宅,温江,温江区两河路东段与文化路交叉口,待定,8500,0
汇智栖岸名居,住宅,温江,凤凰北大街788号,待定,8000,0
中铁城温江阅湖和庭,住宅,温江,金石路中铁城温江阅湖和庭,95-128㎡,6500,63
保利西子城,别墅,温江,芙蓉大道三段（华西分院对面）,待定,价格待定,0
宇顺花与城,住宅,温江,鹏飞路333号,待定,价格待定,0
悦天地商厦,底商,温江,柳城街办燎原社区八组新华社区一组区,待定,12500,0
佳源生活广场,商业类,温江,学府路南段268号,待定,价格待定,0
品润金樽府,底商,温江,公平街道春江路与团结渠东二路交汇处,待定,价格待定,0
合能枫丹西悦,住宅,温江,温江区公平镇春江路(成都市农林科学院旁),102-142㎡,8200,119
置信逸都城,住宅,温江,芙蓉大道300号,待定,价格待定,0
欧郡公馆,商业类,温江,柳林路99号,38㎡,8000,30
洲际健康城,商业类,温江,科兴路西段199号,67-112㎡,7000,50
三医创新中心,商业,温江,永宁镇八一路北段18号（四川省康复医院对面）,待定,25000,0
中铁城温江阅湖和庭,商业,温江,金石路中铁城温江阅湖河庭,待定,价格待定,0
中南上熙府熙悦,底商,温江,花明路129号,待定,30000,0
置信逸都城,商业,温江,芙蓉大道300号,待定,价格待定,0
彩叠园1B期,商业,温江,鹏程路801号,待定,24000,0
明信城,底商,温江,成都市温江区百信路188号,待定,25000,0
新尚尚院,住宅,温江,光华大道三段新尚尚院,136-171㎡,14000,190
明信城,商业类,温江,百信路28号,34-54㎡,8400,98
鹭湖宫10区,商业,温江,江宁南路88号,待定,价格待定,0
新尚尚院,商业,温江,温江光华大道三段（骑士大道与光华八线交汇处）,待定,价格待定,0
中铁丽景书香,住宅,温江,柳台大道88号,待定,6000,0
洲际健康城,底商,温江,科兴路西段199号,待定,22000,0
金河谷五期,底商,温江,"涌泉街道江浦路2666号, 江浦路2666号, 金河谷4号门",待定,价格待定,0
东原阅墅,别墅,温江,太极大道66号,180-210㎡,12000,234
金河谷五期,住宅,温江,涌泉街道江浦路2666号,待定,12000,0
泰合新光华府,住宅,温江,温泉大道二段（天来国际广场旁）,79-87㎡,8000,0
中国西部文化城,住宅,温江,光华大道三段南侧花土路936号（地铁四号线凤凰大街站旁）,待定,6500,0
西财学府憬城,住宅,温江,海科路东段688号,88-89㎡,6000,0
合能珍宝琥珀三期,住宅,温江,清泉南街399号（骑士大道和花土路交汇处）,待定,5500,0
锦汇城,住宅,温江,科锦路355号（川农大旁）,待定,5000,0
佳兆业丽晶公馆,住宅,温江,光华大道同兴东路,待定,7000,0
芙蓉古城紫薇园二期,别墅,温江,永宁镇芙蓉路518号（红旗连锁旁）,365-377㎡,17000,0
乐古浪,住宅,温江,寿安镇(陈家桅杆附近）,58-80㎡,价格待定,0
恒大御景半岛,住宅,金堂,滨江路二段毗河二桥旁,112-115㎡,7200,85
中国会馆,住宅,金堂,金堂县会馆路6号,126-132㎡,7800,8
保利堂悦府,住宅,金堂,金鹰路保利堂悦府,103-133㎡,8900,49
万邦悦城,底商,金堂,韩滩路46号,待定,20000,0
金山郡,住宅,金堂,赵镇金山路1号（金堂中学外国语实验学校对面）,106-149㎡,6500,25
希望未来城,住宅,金堂,三星镇三星镇学府大道555号（四川天一学院旁）,待定,6300,98
伊顿小镇,别墅,金堂,赵镇金园街159号,260㎡,7100,0
星岛星时区,住宅,金堂,三星镇学府大道279号,100-169㎡,7100,09
华尔兹广场(金堂),住宅,金堂,观岭大道1189号,35-94㎡,4300,0
和裕印象,住宅,金堂,金堂县三星镇天星路559号,104-125㎡,5900,48
广泽南庭,住宅,金堂,环岛路上段88号,80-87㎡,4000,0
鹭山湾,住宅,金堂,金山路1号（金中外实校侧）,待定,6000,0
恒合时代城,住宅,金堂,赵镇中兴寺路188号,106-120㎡,5000,53
鹭洲城邦,住宅,金堂,金堂县兴业路558号,81-109㎡,5600,45
富堂金湾,住宅,金堂,金堂县上正街858号,84-144㎡,3900,76
星岛星时区,商业,金堂,三星镇学府大道279号,待定,10000,0
金都华庭,住宅,金堂,观岭大道东侧（金山公园旁）,待定,5000,0
金山国际,住宅,金堂,金堂县赵镇金园街619号,待定,5600,0
城投润城,住宅,金堂,滨江路二段369号,54㎡,3850,0
和裕欧景,住宅,金堂,三星镇兴业路600号（金堂三星大学城北河二桥延线300米处）,67-115㎡,3300,0
中国会馆,别墅,金堂,金堂县会馆路6号,248-394㎡,20000,0
金都华府,住宅,金堂,金堂县滨江路二段333号,100-116㎡,5100,0
艺都,商业,金堂,十里大道一段,待定,20000,0
蓝光观岭国际社区翡翠湾,住宅,金堂,观岭大道1188号,93-175㎡,6700,76
卓恒广场,住宅,金堂,十里大道一段卓恒广场,待定,3300,0
天府金茂悦,住宅,金堂,金鹰路以西（恒大御景半岛对面）,135㎡,11200,0
蓝光观岭国际社区,别墅,金堂,金堂县观岭大道1118号,待定,价格待定,0
泰康博观,住宅,金堂,朝阳街555号,待定,6300,0
润洲金外滩,住宅,金堂,金凤路558号（与金泉路交汇处）,待定,3000,0
华夏上海城,住宅,金堂,赵镇金西路51号（十里坝核心区）,89-123㎡,5378,0
朗诗未来街区,住宅,金堂,金堂县金凤路与金泉路交汇处,86-120㎡,价格待定,0
港中旅海泉湾,别墅,金堂,官仓镇白马湖旁,待定,价格待定,0
中节能琅园,住宅,金堂,赵镇金鹰路,待定,7854,0
鹏圣金悦湾,住宅,金堂,淮口镇淮洲大道（淮口客运站对面）,待定,价格待定,0
绿洲国际,住宅,金堂,赵镇金泉路282,待定,价格待定,0
恒大御景半岛,底商,金堂,毗河二桥旁,待定,价格待定,0
吉祥湾,住宅,金堂,淮口镇解放路46号,待定,价格待定,0
水城学府,住宅,金堂,赵镇望江街60号,待定,价格待定,0
世茂璀璨天玺,住宅,金堂,赵镇金鹰路以西世茂璀璨天玺,133㎡,12150,134
棕榈湖国际社区,底商,金堂,棕榈湖路118号,待定,13000,0
朗诗未来街区,底商,金堂,金堂县金凤路与金泉路交汇处,待定,价格待定,0
银河首座,商业,金堂,金堂县淮口镇现代大道以西,待定,20000,0
棕榈湖国际社区,住宅,金堂,棕榈湖路118号,待定,价格待定,0
和裕金街,商业,金堂,三星大学城兰家店路,待定,20000,0
乐视界广场,商业类,郫都,犀浦泰山北街一号,39-56㎡,9500,36
中冶中央公园,底商,郫都,郫筒镇梨园路一段708号,待定,25000,0
公园1号,底商,郫都,红光镇幸福路北一段81号（思源学校对面）,待定,35000,0
公园1号,商业,郫都,红光镇幸福路北一段81号（思源学校对面）,待定,25000,0
华邑阳光里,底商,郫都,校园路东段188号,待定,20000,0
天璟荟,底商,郫都,犀浦镇五河路369号,待定,35000,0
同森锦熙,底商,郫都,红光镇广场路（技师学院对面）,待定,25000,0
同森锦熙,商业,郫都,红光镇广场路（技师学院对面）,待定,35000,0
乐视界广场,住宅,郫都,郫都区犀浦镇泰山北街1号,95-132㎡,14000,130
碧桂园锦熙府,住宅,郫都,郫都区金牛大道与国宁东路交汇处（犀浦东站旁）,108-143㎡,15600,180
华邑宸熙,住宅,郫都,福梓路33号,100-108㎡,16000,161
清河湾,住宅,郫都,友爱镇释迦桥下街158号,477㎡,16000,768
成都后花园四期,商业类,郫都,犀浦镇国宁东路1019号,40-93㎡,10000,40
滨江两岸,商业,郫都,犀浦镇犀安路666号,12㎡,28000,50
华邑宸居,住宅,郫都,福梓东街468号,100-137㎡,18500,172
杜鹃城千万间,别墅,郫都,成都市郫都区安德镇彭温路203号,122-278㎡,9000,120
今日田园,别墅,郫都,郫县区友爱镇子云东路98号,315-468㎡,10000,318
华邑阳光里,商业,郫都,校园路东段188号,待定,25000,0
